工号,姓名,刷卡时间,门禁点,部门
030415,张杰宇,2026-04-14 08:09:16,A座-闸机,星云科技/用户增长中心/市场部
30181,杨秀,2026-03-10 09:13:21,A座-闸机,技术平台中心/应用研发部
030475,施娟洋,2026-03-30 09:50:11,A座-闸机,星云科技/职能线/财务部
30474,姜桂志,2026-04-04 09:44:11,A座-闸机,星云科技/职能线/人力资源部
030342,秦娜,2026-04-05 05:28:00,B1-货梯,星云科技/商业化中心/销售一部
30086,韩浩怡,2026-03-06 09:25:00,A座-闸机,星云科技/技术平台中心/基础架构部
30198,褚杰,2026-04-21 08:14:55,A座-闸机,星云科技/技术平台中心/数据智能部
030395,韩明涛,2026-04-15 10:56:48,A座-闸机,用户增长/市场部
30337,许明华,2026-03-17 09:37:30,A座-闸机,商业化中心/销售一部
30126,蒋磊志,2026-04-04 07:36:13,A座-闸机,星云科技/技术平台/应用研发部
30539,华宇,2026-04-26 08:42:15,A座-闸机,用户增长/内容运营部
30453,卫洋,2026-03-25 10:33:33,A座-闸机,用户增长/内容运营部
030106,施英,2026-03-02 08:32:15,A座-闸机,星云科技/技术平台/数据智能部
030021,魏萍,2026-04-04 10:20:56,A座-闸机,技术平台中心/应用研发部
30348,韩平芳,2026-03-17 08:55:39,A座-闸机,商业化中心/销售二部
30027,华曦晨,2026-03-13 08:03:41,A座-闸机,星云科技/技术平台/应用研发部
30087,褚杰,2026-03-31 08:43:55,A座-闸机,技术平台中心/应用研发部
30064,秦霞娜,2026-03-26 10:28:51,A座-闸机,技术平台中心/应用研发部
30320,华悦,2026-04-03 09:08:36,A座-闸机,商业化中心/销售一部
030514,冯霞斌,2026-04-15 08:01:35,A座-闸机,星云科技/职能线/行政法务部
30159,吴华兰,2026-03-04 09:23:12,A座-闸机,星云科技/技术平台/应用研发部
030510,韩伟,2026-03-02 08:18:36,A座-闸机,职能线/行政法务部
30055,钱敏,2026-04-08 10:45:48,A座-闸机,星云科技/技术平台中心/应用研发部
030068,朱萍,2026-04-09 09:18:17,A座-闸机,技术平台中心/应用研发部
30477,孙宇,2026-04-21 10:25:55,A座-闸机,星云科技/职能线/财务部
30044,魏晨,2026-04-27 08:43:15,A座-闸机,星云科技/技术平台/应用研发部
030353,曹涛天,2026-03-05 08:24:22,A座-闸机,商业化中心/销售二部
30537,曹萍明,2026-04-17 09:27:43,A座-闸机,星云科技/技术平台中心/应用研发部
30423,李平,2026-03-06 09:08:33,A座-闸机,星云科技/用户增长中心/市场部
030304,卫娜,2026-03-31 08:56:32,A座-闸机,星云科技/商业化中心/销售一部
030110,王磊,2026-04-17 10:02:59,A座-闸机,技术平台中心/应用研发部
30174,李丽刚,2026-03-03 10:43:56,A座-闸机,技术平台中心/应用研发部
30206,金勇志,2026-04-22 09:32:33,A座-闸机,星云科技/技术平台/基础架构部
030470,孙志,2026-03-17 10:11:06,A座-闸机,职能线/财务部
30282,沈洋伟,2026-03-05 08:11:06,A座-闸机,星云科技/商业化中心/销售二部
030358,许娟曦,2026-03-05 09:53:48,A座-闸机,商业化中心/销售二部
30378,魏芳刚,2026-04-08 10:05:49,A座-闸机,星云科技/用户增长中心/市场部
030316,曹晨,2026-04-28 10:37:24,A座-闸机,星云科技/商业化中心/商业产品部
30092,褚丽,2026-04-29 09:59:55,A座-闸机,技术平台中心/应用研发部
30412,杨刚浩,2026-04-20 09:16:50,A座-闸机,用户增长/市场部
030030,钱刚,2026-04-07 08:28:31,A座-闸机,技术平台中心/应用研发部
030073,严红芳,2026-04-08 09:53:59,A座-闸机,技术平台中心/数据智能部
30374,严桂敏,2026-04-06 08:08:43,A座-闸机,星云科技/用户增长中心/市场部
30258,孙静斌,2026-04-09 08:27:29,A座-闸机,商业化中心/商业产品部
30324,褚霞晨,2026-04-13 09:02:18,A座-闸机,星云科技/商业化中心/销售二部
30042,韩红军,2026-04-20 08:28:04,A座-闸机,星云科技/技术平台/应用研发部
030512,陈怡宇,2026-03-03 10:57:14,A座-闸机,职能线/行政法务部
30309,许浩敏,2026-04-07 09:58:16,A座-闸机,商业化中心/销售一部
30451,孙兰,2026-04-08 08:56:42,A座-闸机,星云科技/用户增长中心/市场部
30046,沈刚丽,2026-04-13 10:11:27,A座-闸机,星云科技/技术平台中心/应用研发部
030326,尤勇,2026-04-30 08:46:46,A座-闸机,商业化中心/销售一部
30166,魏超,2026-03-04 10:38:54,A座-闸机,技术平台中心/应用研发部
030429,华娜,2026-04-29 09:21:54,A座-闸机,星云科技/用户增长中心/内容运营部
30038,孙军,2026-03-07 07:00:40,A座-闸机,星云科技/技术平台中心/基础架构部
030221,郑欣,2026-04-27 09:53:07,A座-闸机,商业化中心/商业产品部
030098,孙刚悦,2026-04-07 09:45:03,A座-闸机,星云科技/技术平台中心/应用研发部
030493,陈志斌,2026-03-16 09:21:42,A座-闸机,星云科技/职能线/行政法务部
30121,陶怡,2026-04-10 10:27:41,A座-闸机,星云科技/技术平台/基础架构部
30548,吴丽,2026-04-25 11:56:07,A座-闸机,商业化中心/商业产品部
30309,许浩敏,2026-03-13 08:07:56,A座-闸机,商业化中心/销售一部
030440,周强晨,2026-04-14 10:53:00,A座-闸机,星云科技/用户增长中心/市场部
30216,何欣,2026-04-29 08:38:01,A座-闸机,商业化中心/销售二部
30441,陈涛,2026-03-17 10:37:20,A座-闸机,用户增长/市场部
30501,李刚,2026-03-10 09:56:09,A座-闸机,职能线/财务部
030149,施敏磊,2026-03-20 10:25:09,A座-闸机,星云科技/技术平台/基础架构部
30244,曹悦曦,2026-03-26 09:37:23,A座-闸机,星云科技/商业化中心/商业产品部
30126,蒋磊志,2026-03-05 10:22:37,A座-闸机,星云科技/技术平台中心/应用研发部
30322,钱涛,2026-04-12 15:31:03,A座-闸机,商业化中心/销售二部
030181,杨秀,2026-03-27 10:55:50,A座-闸机,星云科技/技术平台中心/应用研发部
030365,陶强霞,2026-04-01 10:21:06,A座-闸机,商业化中心/商业产品部
30009,吴涛曦,2026-03-05 10:23:27,A座-闸机,星云科技/技术平台/基础架构部
30202,陈萍杰,2026-03-13 08:53:55,A座-闸机,星云科技/技术平台中心/数据智能部
30165,吴怡,2026-03-10 08:44:56,A座-闸机,技术平台中心/数据智能部
30178,卫霞怡,2026-03-16 09:20:01,A座-闸机,星云科技/技术平台中心/数据智能部
30027,华曦晨,2026-03-16 09:26:56,A座-闸机,技术平台中心/应用研发部
030510,韩伟,2026-04-10 08:12:32,A座-闸机,星云科技/职能线/行政法务部
030383,吕芳军,2026-03-19 09:45:46,A座-闸机,用户增长/市场部
30391,褚平刚,2026-03-04 08:13:16,A座-闸机,星云科技/用户增长中心/内容运营部
30454,姜艳明,2026-03-11 10:40:04,A座-闸机,用户增长/市场部
30105,郑明洋,2026-03-30 10:27:32,A座-闸机,星云科技/技术平台中心/应用研发部
030034,韩浩晨,2026-04-28 10:38:47,A座-闸机,技术平台中心/应用研发部
30289,李敏,2026-04-23 08:09:44,A座-闸机,商业化中心/销售二部
30389,冯曦曦,2026-04-23 09:51:25,A座-闸机,用户增长/市场部
30018,沈桂艳,2026-03-04 10:00:11,A座-闸机,星云科技/技术平台/基础架构部
30502,吕刚,2026-03-02 09:08:03,A座-闸机,职能线/财务部
30371,张丽,2026-04-01 09:42:37,A座-闸机,星云科技/用户增长中心/市场部
030082,陶艳刚,2026-04-15 10:29:36,A座-闸机,技术平台中心/基础架构部
030368,许玉磊,2026-04-24 08:44:44,A座-闸机,星云科技/商业化中心/销售一部
30521,姜欣英,2026-04-03 10:13:50,A座-闸机,
30096,尤洋斌,2026-04-22 08:34:22,A座-闸机,星云科技/技术平台中心/数据智能部
30242,张桂,2026-03-06 10:37:23,A座-闸机,商业化中心/销售二部
30058,吕敏洋,2026-04-15 08:28:39,A座-闸机,星云科技/技术平台中心/应用研发部
030353,曹涛天,2026-04-30 09:01:09,A座-闸机,星云科技/商业化中心/销售二部
30345,李宇,2026-03-16 08:27:33,A座-闸机,商业化中心/销售一部
30384,魏强斌,2026-04-14 08:41:09,A座-闸机,星云科技/用户增长中心/市场部
30406,沈涛,2026-03-18 08:03:25,A座-闸机,星云科技/用户增长中心/内容运营部
30253,赵磊勇,2026-03-20 10:01:19,A座-闸机,商业化中心/销售二部
30071,吕超华,2026-04-26 08:57:03,A座-闸机,技术平台中心/应用研发部
030290,钱晨涛,2026-04-09 08:17:41,A座-闸机,商业化中心/销售一部
030019,施悦,2026-03-27 09:38:54,A座-闸机,星云科技/技术平台/应用研发部
030408,朱明志,2026-03-16 08:47:30,A座-闸机,星云科技/用户增长中心/内容运营部
30078,华曦,2026-04-09 10:36:22,A座-闸机,技术平台中心/基础架构部
30210,尤艳萍,2026-04-01 10:01:33,A座-闸机,星云科技/技术平台/基础架构部
30475,施娟洋,2026-04-24 08:31:44,A座-闸机,职能线/财务部
30034,韩浩晨,2026-03-18 09:19:46,A座-闸机,技术平台中心/应用研发部
30333,施平,2026-04-03 08:48:50,A座-闸机,星云科技/商业化中心/商业产品部
30023,沈娜静,2026-04-21 09:43:28,A座-闸机,技术平台中心/数据智能部
030116,吴娟洋,2026-03-19 09:15:46,A座-闸机,技术平台中心/应用研发部
030440,周强晨,2026-03-19 10:43:02,A座-闸机,用户增长/市场部
30390,朱霞,2026-03-19 08:40:33,A座-闸机,星云科技/用户增长中心/市场部
30284,李宇,2026-03-02 08:56:28,A座-闸机,商业化中心/销售一部
030551,何斌强,2026-04-02 10:53:37,A座-闸机,技术平台中心/应用研发部
30467,姜红芳,2026-04-01 09:35:41,A座-闸机,星云科技/职能线/行政法务部
30417,李磊伟,2026-04-22 08:52:36,A座-闸机,用户增长/内容运营部
30334,沈洋勇,2026-04-09 10:55:29,A座-闸机,星云科技/商业化中心/销售二部
30392,李英,2026-04-07 10:58:01,A座-闸机,用户增长/内容运营部
030174,李丽刚,2026-03-09 08:17:42,A座-闸机,技术平台中心/应用研发部
030265,钱秀,2026-03-02 09:31:42,A座-闸机,星云科技/商业化中心/销售二部
30113,尤娜超,2026-03-09 10:29:29,A座-闸机,技术平台中心/基础架构部
30048,李浩超,2026-04-27 09:29:14,A座-闸机,星云科技/技术平台/数据智能部
030458,杨娟涛,2026-03-30 08:59:05,A座-闸机,用户增长/市场部
030125,蒋超,2026-03-27 09:02:57,A座-闸机,星云科技/技术平台/应用研发部
030327,尤芳,2026-03-10 10:03:31,A座-闸机,商业化中心/销售一部
30008,金悦,2026-04-02 08:56:37,A座-闸机,星云科技/技术平台中心/数据智能部
030488,姜涛悦,2026-03-12 09:35:47,A座-闸机,职能线/行政法务部
30057,郑涛浩,2026-04-30 09:53:32,A座-闸机,星云科技/技术平台中心/基础架构部
30002,卫静芳,2026-03-02 09:14:14,A座-闸机,技术平台中心/数据智能部
30230,施洋敏,2026-04-26 09:21:19,A座-闸机,商业化中心/销售二部
30457,周丽,2026-04-27 10:42:20,A座-闸机,星云科技/用户增长中心/内容运营部
030111,蒋斌娟,2026-03-06 08:12:38,A座-闸机,技术平台中心/基础架构部
030404,郑悦,2026-04-24 10:35:54,A座-闸机,用户增长/内容运营部
030419,陶桂杰,2026-03-13 09:22:35,A座-闸机,星云科技/用户增长中心/内容运营部
030263,赵兰强,2026-03-31 09:43:11,A座-闸机,星云科技/商业化中心/销售一部
030153,赵霞红,2026-03-24 09:32:56,A座-闸机,星云科技/技术平台中心/数据智能部
030182,陶兰晨,2026-04-10 09:54:25,A座-闸机,星云科技/技术平台中心/基础架构部
30448,吴娜,2026-03-24 10:35:22,A座-闸机,星云科技/用户增长中心/内容运营部
30019,施悦,2026-03-18 08:24:29,A座-闸机,技术平台中心/应用研发部
30153,赵霞红,2026-04-17 10:31:39,A座-闸机,星云科技/技术平台/数据智能部
030476,王洋,2026-03-06 09:00:24,A座-闸机,星云科技/职能线/人力资源部
30152,郑明娜,2026-04-01 10:58:32,A座-闸机,技术平台中心/应用研发部
30457,周丽,2026-03-20 08:24:49,A座-闸机,星云科技/用户增长中心/内容运营部
30302,曹悦,2026-03-23 08:05:04,A座-闸机,商业化中心/销售二部
30251,韩平艳,2026-04-14 10:50:30,A座-闸机,星云科技/商业化中心/销售二部
030391,褚平刚,2026-03-06 08:05:10,A座-闸机,用户增长/内容运营部
030256,金志霞,2026-03-26 10:51:00,A座-闸机,商业化中心/销售一部
30375,杨怡强,2026-03-25 10:25:17,A座-闸机,用户增长/市场部
30470,孙志,2026-04-03 08:08:55,A座-闸机,星云科技/职能线/财务部
30119,孔欣,2026-04-03 10:04:14,A座-闸机,技术平台中心/基础架构部
030439,郑华欣,2026-03-04 10:30:16,A座-闸机,星云科技/用户增长中心/市场部
030051,杨萍华,2026-04-30 10:23:00,A座-闸机,星云科技/技术平台中心/基础架构部
030004,蒋静萍,2026-03-27 08:45:20,A座-闸机,星云科技/技术平台中心/应用研发部
030114,陶怡,2026-03-10 10:44:15,A座-闸机,技术平台中心/基础架构部
030047,吴宇秀,2026-03-11 09:36:41,A座-闸机,星云科技/技术平台中心/基础架构部
030187,孙超,2026-03-17 10:04:38,A座-闸机,星云科技/技术平台/数据智能部
30065,秦悦欣,2026-03-13 09:58:33,A座-闸机,技术平台中心/应用研发部
30195,秦浩勇,2026-04-05 10:23:48,A座-闸机,星云科技/技术平台/基础架构部
30160,卫兰,2026-03-02 09:43:13,A座-闸机,星云科技/技术平台/基础架构部
30171,褚芳,2026-03-11 08:43:56,A座-闸机,技术平台中心/基础架构部
030199,沈曦怡,2026-03-30 08:39:01,A座-闸机,星云科技/技术平台中心/数据智能部
030237,秦曦,2026-03-24 09:37:08,A座-闸机,星云科技/商业化中心/商业产品部
30304,卫娜,2026-03-17 09:51:50,A座-闸机,星云科技/商业化中心/销售一部
030059,华平,2026-03-27 10:26:57,A座-闸机,星云科技/技术平台/基础架构部
030212,魏平静,2026-04-21 09:53:40,A座-闸机,商业化中心/销售一部
30232,周军浩,2026-04-24 09:23:22,A座-闸机,星云科技/商业化中心/商业产品部
030072,何军英,2026-04-08 10:54:44,A座-闸机,星云科技/技术平台中心/数据智能部
30190,吕欣静,2026-03-09 10:11:03,A座-闸机,星云科技/技术平台/应用研发部
30335,吕斌曦,2026-04-26 10:33:27,A座-闸机,商业化中心/商业产品部
30171,褚芳,2026-03-19 09:45:05,A座-闸机,技术平台中心/基础架构部
030158,姜华,2026-04-15 08:54:34,A座-闸机,技术平台中心/数据智能部
030052,陶平,2026-04-28 08:54:32,A座-闸机,星云科技/技术平台中心/基础架构部
30461,赵平丽,2026-03-05 08:50:39,A座-闸机,星云科技/职能线/人力资源部
30180,尤强,2026-04-22 10:03:58,A座-闸机,星云科技/技术平台/数据智能部
030405,吴明,2026-03-03 10:29:16,A座-闸机,用户增长/市场部
030483,卫磊,2026-04-20 08:48:56,A座-闸机,职能线/人力资源部
030008,金悦,2026-04-13 08:59:16,A座-闸机,星云科技/技术平台/数据智能部
030196,姜华艳,2026-04-29 08:33:58,A座-闸机,星云科技/技术平台中心/应用研发部
30316,曹晨,2026-03-06 10:01:32,A座-闸机,商业化中心/商业产品部
30084,李兰,2026-04-15 09:47:22,A座-闸机,星云科技/技术平台/应用研发部
30227,韩勇玉,2026-04-26 08:57:38,A座-闸机,星云科技/商业化中心/商业产品部
030472,何志,2026-03-04 08:04:32,A座-闸机,星云科技/职能线/行政法务部
030440,周强晨,2026-03-23 08:43:46,A座-闸机,星云科技/用户增长中心/市场部
30522,华敏秀,2026-04-23 09:32:54,A座-闸机,
030042,韩红军,2026-03-02 09:16:11,A座-闸机,星云科技/技术平台/应用研发部
030218,姜英超,2026-03-16 09:24:53,A座-闸机,星云科技/商业化中心/商业产品部
030126,蒋磊志,2026-04-01 09:28:32,A座-闸机,技术平台中心/应用研发部
30129,沈娜,2026-04-29 08:35:45,A座-闸机,星云科技/技术平台/数据智能部
030478,张娟,2026-04-20 08:58:44,A座-闸机,星云科技/职能线/财务部
30494,华平,2026-04-13 09:53:27,A座-闸机,职能线/财务部
030460,金丽,2026-03-19 08:36:24,A座-闸机,星云科技/用户增长中心/内容运营部
30177,朱超,2026-04-26 09:29:58,A座-闸机,技术平台中心/数据智能部
30235,何悦华,2026-03-06 10:10:08,A座-闸机,商业化中心/销售二部
30220,施强,2026-04-15 10:35:55,A座-闸机,商业化中心/商业产品部
30241,尤磊秀,2026-03-09 09:34:04,A座-闸机,星云科技/商业化中心/销售一部
030359,张红,2026-03-25 09:06:10,A座-闸机,商业化中心/销售一部
30036,严勇杰,2026-04-03 09:56:44,A座-闸机,技术平台中心/基础架构部
030479,尤娟,2026-03-30 09:05:20,A座-闸机,星云科技/职能线/行政法务部
30219,郑玉,2026-04-10 10:22:36,A座-闸机,星云科技/商业化中心/销售二部
30258,孙静斌,2026-03-23 10:57:17,A座-闸机,星云科技/商业化中心/商业产品部
30400,魏洋,2026-03-18 08:31:20,A座-闸机,用户增长/内容运营部
30158,姜华,2026-03-23 09:58:05,A座-闸机,星云科技/技术平台中心/数据智能部
